"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","deposit"
28,"management","married","tertiary","no",12,"yes","no","cellular",9,"sep",202,1,999,0,"unknown","yes"
49,"admin.","married","secondary","no",0,"no","no","cellular",30,"apr",551,1,999,0,"unknown","yes"
20,"blue-collar","single","secondary","no",76,"yes","no","cellular",18,"may",639,2,999,0,"unknown","yes"
61,"self-employed","divorced","tertiary","no",52587,"no","no","cellular",10,"aug",290,1,999,0,"unknown","yes"
34,"blue-collar","married","secondary","no",1454,"yes","no","cellular",11,"feb",231,2,297,2,"failure","yes"
70,"retired","married","secondary","no",1853,"no","no","telephone",26,"aug",314,1,999,0,"unknown","yes"
39,"technician","single","tertiary","no",393,"no","no","cellular",28,"jun",325,1,94,1,"success","yes"
50,"blue-collar","married","primary","no",4979,"no","no","telephone",6,"apr",180,1,999,0,"unknown","yes"
33,"management","single","tertiary","no",6807,"no","no","cellular",20,"apr",163,1,999,0,"unknown","yes"
43,"management","married","tertiary","no",79,"no","no","cellular",26,"may",640,1,999,0,"unknown","yes"
86,"retired","married","primary","no",5236,"no","no","telephone",1,"apr",558,2,999,0,"unknown","yes"
35,"blue-collar","single","unknown","no",484,"no","no","cellular",8,"jul",344,1,87,3,"failure","yes"
30,"services","single","secondary","no",140,"yes","no","cellular",15,"may",760,1,999,0,"unknown","yes"
41,"self-employed","married","secondary","yes",0,"yes","no","cellular",17,"nov",789,1,999,0,"unknown","yes"
28,"management","single","tertiary","no",502,"no","no","cellular",16,"jun",136,2,999,0,"unknown","yes"
43,"management","divorced","tertiary","no",2367,"no","no","cellular",22,"mar",173,2,181,4,"success","yes"
71,"retired","married","tertiary","no",14220,"yes","no","cellular",9,"sep",397,1,999,0,"unknown","yes"
57,"housemaid","married","primary","no",2785,"no","no","cellular",11,"aug",610,4,999,0,"unknown","yes"
44,"management","married","unknown","no",2724,"no","no","cellular",28,"dec",893,1,999,0,"unknown","yes"
55,"admin.","married","secondary","no",8304,"no","no","cellular",1,"jun",201,1,999,0,"unknown","yes"
35,"technician","single","tertiary","no",1880,"no","no","cellular",20,"may",154,1,999,0,"unknown","yes"
33,"management","single","tertiary","no",6807,"no","no","cellular",21,"oct",512,2,184,1,"success","yes"
43,"services","married","tertiary","no",4216,"no","no","cellular",24,"dec",150,2,195,2,"success","yes"
32,"technician","single","unknown","no",491,"no","no","cellular",8,"oct",251,2,91,7,"success","yes"
40,"blue-collar","divorced","secondary","no",973,"no","no","cellular",14,"may",449,1,999,0,"unknown","yes"
31,"services","married","secondary","no",447,"no","no","cellular",19,"mar",220,3,999,0,"unknown","yes"
51,"entrepreneur","divorced","tertiary","no",2109,"no","no","cellular",13,"oct",79,2,999,0,"unknown","yes"
71,"retired","divorced","unknown","no",392,"no","no","telephone",7,"jul",276,2,999,0,"unknown","yes"
27,"management","single","tertiary","no",616,"yes","no","cellular",22,"may",685,1,101,1,"other","yes"
41,"management","single","tertiary","no",11008,"no","no","unknown",18,"jun",1540,1,999,0,"unknown","yes"
29,"student","single","secondary","no",459,"no","no","cellular",15,"dec",279,3,189,19,"other","yes"
38,"management","married","tertiary","no",1276,"no","no","cellular",17,"may",272,2,182,3,"success","yes"
33,"management","married","tertiary","no",1323,"no","no","cellular",1,"jun",327,1,999,0,"unknown","yes"
28,"student","single","secondary","no",205,"no","no","cellular",14,"jul",87,3,184,2,"other","yes"
31,"management","married","tertiary","no",1331,"no","no","cellular",3,"feb",182,2,90,1,"success","yes"
66,"retired","married","primary","no",3629,"no","no","cellular",2,"feb",474,1,172,2,"other","yes"
37,"technician","single","secondary","no",3665,"no","no","cellular",12,"aug",664,3,999,0,"unknown","yes"
39,"management","married","secondary","no",215,"no","no","cellular",11,"aug",1141,4,999,0,"unknown","yes"
25,"blue-collar","single","secondary","no",-191,"yes","no","unknown",19,"jun",958,7,999,0,"unknown","yes"
27,"admin.","married","secondary","no",1596,"no","no","cellular",1,"sep",82,1,999,0,"unknown","yes"
40,"technician","divorced","secondary","no",311,"no","no","cellular",6,"aug",738,2,999,0,"unknown","yes"
35,"technician","single","secondary","no",1693,"yes","no","cellular",10,"feb",515,1,999,0,"unknown","yes"
28,"admin.","single","unknown","no",2736,"no","no","cellular",8,"jul",705,1,999,0,"unknown","yes"
36,"management","single","unknown","no",62,"no","no","cellular",13,"jul",311,1,91,2,"success","yes"
38,"services","married","secondary","no",4017,"no","no","cellular",4,"aug",470,1,96,3,"success","yes"
35,"technician","married","secondary","no",2201,"no","no","telephone",12,"apr",350,1,999,0,"unknown","yes"
45,"unknown","divorced","unknown","no",0,"no","no","cellular",21,"apr",278,3,999,0,"unknown","yes"
32,"technician","single","secondary","no",0,"no","no","cellular",18,"aug",594,4,999,0,"unknown","yes"
66,"housemaid","divorced","primary","no",3701,"no","no","telephone",3,"mar",834,1,999,0,"unknown","yes"
36,"management","single","tertiary","no",2032,"no","yes","cellular",20,"nov",736,1,999,0,"unknown","yes"
29,"housemaid","single","tertiary","no",19,"no","no","cellular",5,"feb",110,2,64,2,"success","yes"
36,"services","single","secondary","no",-253,"yes","no","cellular",14,"apr",1073,1,999,0,"unknown","yes"
43,"blue-collar","married","primary","no",2952,"no","no","cellular",3,"aug",417,2,95,1,"other","yes"
46,"unemployed","single","tertiary","no",44,"no","no","cellular",14,"aug",225,1,999,0,"unknown","yes"
55,"unemployed","divorced","secondary","no",309,"no","no","cellular",20,"apr",167,1,181,3,"success","yes"
36,"management","single","tertiary","no",7506,"yes","no","cellular",6,"may",839,2,188,1,"success","yes"
50,"entrepreneur","married","tertiary","no",-168,"yes","no","cellular",23,"jul",1327,2,999,0,"unknown","yes"
78,"retired","married","unknown","no",4807,"no","no","telephone",3,"feb",892,2,104,4,"success","yes"
45,"unemployed","divorced","secondary","no",3354,"yes","no","unknown",29,"may",746,1,999,0,"unknown","yes"
47,"management","married","tertiary","no",600,"no","no","cellular",19,"aug",290,15,999,0,"unknown","yes"
39,"technician","single","unknown","no",45248,"yes","no","unknown",6,"may",1623,1,999,0,"unknown","yes"
54,"unemployed","married","secondary","no",1561,"no","no","cellular",25,"may",352,3,186,2,"failure","yes"
34,"self-employed","single","secondary","no",296,"no","no","cellular",27,"aug",609,13,999,0,"unknown","yes"
48,"admin.","married","primary","no",3644,"yes","yes","telephone",31,"jul",1039,9,999,0,"unknown","yes"
27,"admin.","married","secondary","no",1293,"yes","no","cellular",8,"apr",1665,3,999,0,"unknown","yes"
60,"retired","married","secondary","no",1690,"no","no","unknown",20,"jun",1467,4,999,0,"unknown","yes"
26,"management","single","tertiary","no",3,"yes","yes","cellular",1,"apr",149,1,350,1,"success","yes"
35,"management","married","tertiary","no",62,"no","no","cellular",7,"may",226,2,88,4,"success","yes"
45,"admin.","married","secondary","no",205,"no","no","cellular",3,"feb",373,1,92,1,"success","yes"
24,"student","single","secondary","no",23878,"no","no","cellular",18,"feb",185,1,999,0,"unknown","yes"
60,"management","married","tertiary","no",5990,"yes","no","cellular",6,"may",396,3,999,0,"unknown","yes"
40,"blue-collar","married","primary","no",278,"yes","no","unknown",23,"may",1015,3,999,0,"unknown","yes"
60,"retired","married","secondary","no",0,"no","no","cellular",9,"sep",408,1,999,0,"unknown","yes"
38,"entrepreneur","married","tertiary","no",0,"no","no","cellular",23,"jul",532,2,999,0,"unknown","yes"
51,"blue-collar","married","primary","no",0,"yes","yes","cellular",25,"jul",946,3,999,0,"unknown","yes"
44,"blue-collar","single","secondary","no",712,"yes","yes","cellular",6,"apr",740,3,999,0,"unknown","yes"
60,"management","married","tertiary","no",2222,"yes","no","cellular",11,"jul",1120,2,999,0,"unknown","yes"
65,"admin.","married","secondary","no",952,"no","no","cellular",6,"sep",255,1,96,1,"success","yes"
38,"management","divorced","tertiary","no",4692,"yes","no","unknown",29,"may",1363,2,999,0,"unknown","yes"
33,"admin.","divorced","secondary","no",294,"yes","no","cellular",8,"may",763,1,999,0,"unknown","yes"
50,"management","married","tertiary","no",938,"no","no","cellular",30,"apr",780,1,999,0,"unknown","yes"
36,"blue-collar","married","primary","no",599,"yes","no","unknown",21,"may",649,2,999,0,"unknown","yes"
52,"unemployed","married","secondary","no",1416,"no","no","cellular",13,"sep",218,3,187,3,"success","yes"
34,"management","single","tertiary","no",275,"no","no","cellular",2,"aug",196,2,455,23,"other","yes"
41,"services","single","secondary","no",-675,"yes","yes","cellular",18,"mar",147,4,999,0,"unknown","yes"
49,"management","married","tertiary","no",1808,"yes","no","cellular",1,"jun",205,1,95,1,"success","yes"
60,"management","married","tertiary","no",3401,"no","no","cellular",30,"oct",294,1,270,1,"failure","yes"
45,"services","divorced","secondary","no",608,"yes","yes","cellular",7,"may",1135,3,323,30,"failure","yes"
47,"admin.","divorced","secondary","no",295,"yes","no","unknown",6,"jun",94,2,999,0,"unknown","yes"
29,"admin.","single","secondary","no",1027,"yes","no","cellular",2,"feb",177,1,999,0,"unknown","yes"
27,"admin.","married","secondary","no",710,"yes","yes","cellular",6,"may",653,1,334,2,"success","yes"
43,"management","divorced","tertiary","no",388,"yes","no","unknown",8,"may",2087,2,999,0,"unknown","yes"
32,"technician","single","secondary","no",1995,"yes","no","cellular",20,"apr",121,1,999,0,"unknown","yes"
52,"technician","married","secondary","no",386,"no","no","cellular",20,"apr",438,1,999,0,"unknown","yes"
28,"services","single","secondary","no",341,"yes","no","cellular",15,"may",437,3,347,3,"other","yes"
44,"technician","single","tertiary","no",2033,"no","no","cellular",3,"sep",444,1,99,1,"failure","yes"
44,"management","married","tertiary","no",1138,"no","no","cellular",27,"aug",523,3,999,0,"unknown","yes"
37,"unemployed","single","secondary","no",443,"no","no","cellular",29,"jan",1600,1,999,0,"unknown","yes"
61,"retired","married","secondary","no",86,"no","no","cellular",25,"jan",639,1,94,1,"success","yes"
62,"management","married","tertiary","no",2785,"no","no","cellular",6,"jul",270,3,999,0,"unknown","yes"
25,"management","married","unknown","no",448,"no","no","cellular",5,"feb",151,1,297,1,"success","yes"
45,"management","married","tertiary","no",226,"yes","no","cellular",13,"aug",177,6,179,10,"success","yes"
38,"admin.","married","secondary","no",1767,"yes","no","cellular",12,"nov",893,7,999,0,"unknown","yes"
76,"retired","married","primary","no",1492,"no","no","telephone",3,"nov",383,1,999,0,"unknown","yes"
45,"management","single","tertiary","no",4831,"no","no","cellular",30,"jul",852,3,182,11,"success","yes"
55,"management","divorced","tertiary","no",2383,"no","no","cellular",3,"jun",591,2,999,0,"unknown","yes"
32,"admin.","married","secondary","no",1604,"no","yes","cellular",7,"jul",625,1,999,0,"unknown","yes"
50,"technician","married","secondary","no",3370,"no","no","cellular",21,"aug",531,2,80,2,"success","yes"
40,"technician","married","secondary","no",2338,"no","no","cellular",16,"oct",717,2,999,0,"unknown","yes"
29,"technician","single","secondary","no",382,"no","no","cellular",5,"aug",409,4,999,0,"unknown","yes"
45,"management","divorced","secondary","no",644,"yes","no","cellular",19,"nov",418,1,168,1,"success","yes"
35,"management","married","tertiary","no",925,"no","no","cellular",8,"jun",200,4,999,0,"unknown","yes"
35,"entrepreneur","single","tertiary","no",145,"yes","no","cellular",18,"jul",799,2,999,0,"unknown","yes"
26,"services","single","secondary","no",-189,"no","yes","cellular",17,"jul",538,2,999,0,"unknown","yes"
45,"management","single","tertiary","no",483,"no","no","cellular",23,"feb",95,2,265,11,"other","yes"
26,"blue-collar","single","primary","no",941,"no","no","cellular",29,"jan",1165,1,999,0,"unknown","yes"
32,"admin.","single","tertiary","no",8866,"no","no","cellular",18,"mar",278,2,999,0,"unknown","yes"
38,"management","married","tertiary","no",613,"no","no","cellular",30,"apr",242,1,86,1,"success","yes"
36,"management","married","tertiary","no",2161,"no","no","cellular",8,"sep",708,2,183,5,"success","yes"
52,"management","married","tertiary","no",7192,"no","no","cellular",4,"aug",1486,1,999,0,"unknown","yes"
49,"management","married","tertiary","no",5887,"no","no","cellular",4,"dec",439,3,185,5,"success","yes"
30,"technician","single","secondary","no",4684,"yes","no","cellular",30,"apr",268,3,999,0,"unknown","yes"
26,"admin.","single","secondary","no",255,"no","no","cellular",9,"feb",190,1,999,0,"unknown","yes"
55,"admin.","married","secondary","no",602,"no","no","cellular",7,"sep",350,1,98,5,"success","yes"
53,"blue-collar","married","primary","no",421,"yes","no","cellular",20,"nov",677,1,999,0,"unknown","yes"
41,"blue-collar","married","primary","no",219,"no","yes","unknown",18,"jun",1574,3,999,0,"unknown","yes"
35,"self-employed","divorced","tertiary","no",1354,"yes","no","unknown",23,"may",736,2,999,0,"unknown","yes"
39,"technician","married","secondary","no",2266,"no","no","cellular",18,"feb",208,4,999,0,"unknown","yes"
43,"admin.","single","secondary","no",733,"yes","no","cellular",21,"aug",126,1,88,4,"success","yes"
25,"management","single","tertiary","no",219,"no","no","cellular",4,"aug",576,1,96,1,"success","yes"
33,"services","married","secondary","no",478,"no","no","cellular",30,"apr",475,2,999,0,"unknown","yes"
44,"technician","married","tertiary","no",1818,"yes","yes","cellular",3,"feb",508,1,92,4,"failure","yes"
27,"technician","married","secondary","no",-392,"yes","no","cellular",23,"jul",228,2,999,0,"unknown","yes"
59,"retired","married","secondary","no",0,"no","no","unknown",5,"jun",812,1,999,0,"unknown","yes"
35,"management","married","tertiary","no",0,"yes","no","cellular",11,"nov",229,2,96,3,"success","yes"
49,"management","married","tertiary","no",1167,"yes","yes","cellular",24,"sep",249,1,91,14,"success","yes"
53,"technician","married","primary","no",6181,"no","no","cellular",14,"jul",817,2,209,3,"other","yes"
51,"blue-collar","divorced","primary","no",-19,"yes","no","cellular",13,"may",829,1,296,11,"failure","yes"
34,"blue-collar","married","secondary","no",29,"yes","no","cellular",15,"may",285,5,999,0,"unknown","yes"
54,"management","married","tertiary","no",1624,"no","no","cellular",12,"may",166,3,182,10,"success","yes"
51,"blue-collar","married","secondary","no",7180,"yes","no","unknown",14,"may",927,1,999,0,"unknown","yes"
55,"technician","divorced","secondary","no",3450,"no","no","cellular",10,"feb",169,1,183,1,"failure","yes"
41,"admin.","divorced","secondary","no",6046,"yes","yes","telephone",14,"sep",185,2,999,0,"unknown","yes"
38,"admin.","single","secondary","no",3239,"no","no","unknown",5,"jun",817,2,999,0,"unknown","yes"
34,"management","married","tertiary","no",443,"no","no","cellular",18,"jun",235,3,999,0,"unknown","yes"
58,"housemaid","divorced","secondary","no",0,"no","no","cellular",2,"jul",478,2,999,0,"unknown","yes"
74,"retired","divorced","secondary","no",4079,"no","no","cellular",19,"oct",343,3,999,0,"unknown","yes"
42,"technician","single","secondary","no",1364,"yes","no","unknown",15,"may",1867,6,999,0,"unknown","yes"
71,"technician","married","tertiary","no",383,"no","no","cellular",27,"apr",388,3,999,0,"unknown","yes"
52,"retired","divorced","primary","no",-779,"yes","yes","cellular",17,"apr",709,1,999,0,"unknown","yes"
24,"student","single","secondary","no",689,"no","no","cellular",8,"sep",630,1,999,0,"unknown","yes"
42,"management","married","primary","no",5310,"yes","no","cellular",22,"may",545,2,186,1,"success","yes"
34,"management","single","tertiary","no",76,"yes","no","cellular",13,"may",747,2,371,3,"failure","yes"
47,"technician","married","secondary","no",335,"no","no","cellular",4,"may",417,1,76,1,"success","yes"
42,"blue-collar","married","primary","no",1673,"yes","no","cellular",17,"apr",636,3,999,0,"unknown","yes"
61,"management","married","tertiary","no",6016,"no","no","cellular",2,"feb",670,3,999,0,"unknown","yes"
38,"self-employed","single","tertiary","no",1612,"yes","no","cellular",8,"may",423,1,999,0,"unknown","yes"
52,"technician","married","tertiary","no",2557,"no","no","cellular",28,"jan",134,5,204,2,"success","yes"
45,"unemployed","divorced","primary","yes",11,"no","no","cellular",13,"aug",489,5,999,0,"unknown","yes"
29,"admin.","single","tertiary","no",41,"yes","no","cellular",13,"aug",148,2,999,0,"unknown","yes"
31,"self-employed","married","tertiary","no",168,"no","no","cellular",4,"feb",193,2,999,0,"unknown","yes"
38,"entrepreneur","married","secondary","no",593,"yes","yes","cellular",24,"jul",1484,24,999,0,"unknown","yes"
30,"management","single","tertiary","no",5561,"yes","no","cellular",19,"nov",511,1,999,0,"unknown","yes"
44,"admin.","single","secondary","no",1534,"no","no","cellular",7,"aug",166,1,99,2,"other","yes"
53,"admin.","divorced","secondary","no",0,"yes","yes","cellular",6,"aug",1452,1,98,2,"failure","yes"
42,"unemployed","married","tertiary","no",576,"no","no","cellular",3,"jun",447,2,96,1,"success","yes"
45,"blue-collar","married","primary","no",5461,"yes","no","cellular",20,"nov",841,2,999,0,"unknown","yes"
57,"retired","divorced","primary","no",720,"no","no","telephone",17,"feb",202,4,999,0,"unknown","yes"
33,"management","married","tertiary","no",3401,"no","no","cellular",20,"nov",253,1,999,0,"unknown","yes"
24,"management","single","tertiary","no",1030,"no","no","cellular",4,"mar",396,2,999,0,"unknown","yes"
25,"services","married","secondary","no",0,"yes","no","cellular",24,"jul",458,9,999,0,"unknown","yes"
32,"admin.","single","tertiary","no",8866,"no","no","cellular",9,"jun",234,2,83,2,"success","yes"
45,"blue-collar","married","secondary","no",96,"yes","no","cellular",13,"apr",348,3,256,2,"failure","yes"
51,"management","married","tertiary","no",469,"no","no","cellular",15,"apr",200,1,181,2,"success","yes"
41,"admin.","single","secondary","no",812,"no","yes","unknown",11,"jun",583,4,999,0,"unknown","yes"
32,"student","single","tertiary","no",1138,"no","no","cellular",4,"may",214,3,83,3,"success","yes"
57,"technician","divorced","secondary","no",3043,"no","no","cellular",14,"aug",707,2,999,0,"unknown","yes"
27,"services","single","secondary","no",453,"no","no","cellular",19,"apr",142,2,999,0,"unknown","yes"
54,"management","married","tertiary","no",8295,"no","no","cellular",5,"jun",207,1,999,0,"unknown","yes"
41,"management","married","tertiary","no",0,"no","no","cellular",17,"sep",294,4,63,11,"other","yes"
29,"management","single","tertiary","no",572,"no","no","cellular",16,"dec",314,1,195,1,"success","yes"
46,"blue-collar","divorced","primary","no",219,"yes","no","cellular",21,"nov",729,1,999,0,"unknown","yes"
45,"entrepreneur","married","unknown","no",3133,"yes","yes","cellular",10,"jul",804,1,999,0,"unknown","yes"
27,"student","single","tertiary","no",13107,"yes","no","cellular",6,"apr",661,1,314,2,"failure","yes"
37,"management","married","tertiary","no",156,"no","no","cellular",19,"nov",366,3,999,0,"unknown","yes"
33,"blue-collar","single","secondary","no",-416,"yes","no","unknown",16,"may",767,2,999,0,"unknown","yes"
32,"admin.","single","secondary","no",471,"no","yes","cellular",2,"apr",243,3,999,0,"unknown","yes"
50,"unknown","married","unknown","no",558,"no","no","cellular",9,"jul",464,1,683,6,"failure","yes"
29,"blue-collar","single","secondary","no",734,"yes","yes","cellular",30,"apr",259,1,296,1,"other","yes"
55,"management","married","tertiary","no",12972,"no","no","telephone",18,"aug",205,1,999,0,"unknown","yes"
44,"entrepreneur","married","tertiary","no",624,"no","no","telephone",14,"aug",552,2,999,0,"unknown","yes"
44,"blue-collar","married","secondary","no",88,"yes","no","cellular",2,"jul",275,1,999,0,"unknown","yes"
35,"management","married","tertiary","no",2161,"no","no","cellular",9,"sep",569,3,999,0,"unknown","yes"
37,"services","divorced","secondary","no",319,"yes","no","unknown",6,"jun",467,3,999,0,"unknown","yes"
34,"management","single","tertiary","no",13014,"no","no","cellular",13,"aug",738,1,999,0,"unknown","yes"
41,"blue-collar","divorced","secondary","no",3622,"no","no","unknown",19,"jun",1135,4,999,0,"unknown","yes"
51,"housemaid","divorced","secondary","no",9228,"no","no","cellular",18,"jul",655,4,999,0,"unknown","yes"
30,"blue-collar","married","secondary","no",309,"yes","no","unknown",7,"may",1574,2,999,0,"unknown","yes"
43,"admin.","married","secondary","no",132,"no","no","cellular",19,"aug",574,1,84,3,"success","yes"
41,"unemployed","single","tertiary","no",7968,"no","no","cellular",2,"sep",404,1,184,4,"success","yes"
51,"entrepreneur","married","primary","no",538,"no","no","cellular",18,"nov",1122,4,999,0,"unknown","yes"
49,"management","married","tertiary","no",5887,"no","no","cellular",2,"jun",181,3,293,2,"failure","yes"
31,"self-employed","single","tertiary","no",1657,"yes","yes","cellular",28,"jan",872,1,999,0,"unknown","yes"
36,"services","married","secondary","no",52,"yes","no","cellular",7,"sep",351,1,95,6,"success","yes"
36,"blue-collar","divorced","secondary","no",2843,"no","no","cellular",14,"aug",186,1,999,0,"unknown","yes"
46,"blue-collar","married","unknown","no",336,"yes","no","cellular",14,"aug",260,3,457,1,"other","yes"
67,"management","married","tertiary","no",405,"no","no","cellular",10,"nov",344,2,95,2,"success","yes"
37,"unemployed","single","tertiary","no",1316,"yes","no","cellular",10,"mar",350,2,112,3,"failure","yes"
28,"technician","single","tertiary","no",0,"yes","no","cellular",25,"may",269,1,40,2,"failure","yes"
36,"services","single","secondary","no",0,"yes","no","cellular",15,"may",1002,4,999,0,"unknown","yes"
32,"self-employed","married","secondary","no",409,"no","no","cellular",9,"mar",217,2,999,0,"unknown","yes"
23,"services","single","secondary","no",488,"no","no","cellular",30,"mar",236,1,92,2,"other","yes"
21,"student","single","unknown","no",53,"no","no","cellular",14,"jun",270,1,999,0,"unknown","yes"
34,"management","married","tertiary","no",271,"yes","no","cellular",15,"feb",308,1,94,4,"success","yes"
45,"technician","divorced","secondary","no",2657,"no","no","cellular",7,"aug",895,3,999,0,"unknown","yes"
61,"management","single","tertiary","no",2,"no","no","cellular",12,"aug",131,1,114,3,"failure","yes"
61,"retired","married","tertiary","no",3140,"yes","yes","cellular",6,"aug",975,4,98,1,"unknown","yes"
26,"self-employed","single","secondary","no",551,"no","no","cellular",8,"jul",531,1,999,0,"unknown","yes"
65,"retired","married","secondary","no",571,"yes","no","cellular",20,"oct",349,1,183,2,"success","yes"
35,"blue-collar","married","secondary","no",205,"yes","yes","cellular",15,"may",1313,7,312,1,"failure","yes"
58,"retired","married","primary","no",565,"no","no","telephone",7,"jul",876,1,999,0,"unknown","yes"
64,"retired","married","primary","no",2140,"no","no","cellular",16,"mar",881,3,155,2,"failure","yes"
37,"services","married","secondary","no",6089,"yes","no","cellular",14,"may",616,2,999,0,"unknown","yes"
59,"retired","married","secondary","no",6888,"no","no","telephone",20,"nov",1025,2,999,0,"unknown","yes"
19,"student","single","unknown","no",779,"no","no","cellular",1,"apr",184,4,999,0,"unknown","yes"
43,"management","single","tertiary","no",2067,"yes","no","unknown",8,"may",756,1,999,0,"unknown","yes"
47,"blue-collar","divorced","primary","no",126,"yes","no","unknown",3,"jun",2456,2,999,0,"unknown","yes"
59,"management","married","tertiary","no",1783,"no","yes","cellular",17,"nov",540,2,999,0,"unknown","yes"
35,"technician","single","tertiary","no",470,"yes","no","cellular",25,"jul",743,13,999,0,"unknown","yes"
44,"blue-collar","single","secondary","no",292,"no","yes","cellular",17,"jul",1153,4,999,0,"unknown","yes"
44,"self-employed","married","tertiary","no",1196,"no","no","cellular",20,"aug",552,5,999,0,"unknown","yes"
32,"management","married","tertiary","no",905,"no","no","cellular",12,"feb",666,4,999,0,"unknown","yes"
36,"unemployed","divorced","secondary","no",871,"no","no","cellular",12,"aug",396,3,999,0,"unknown","yes"
30,"blue-collar","single","secondary","no",2145,"yes","no","cellular",18,"may",727,2,999,0,"unknown","yes"
35,"technician","single","secondary","no",344,"no","no","cellular",27,"aug",519,16,999,0,"unknown","yes"
57,"management","married","tertiary","no",2845,"yes","no","telephone",19,"apr",1143,5,999,0,"unknown","yes"
55,"blue-collar","married","secondary","no",196,"no","no","cellular",21,"aug",81,1,999,0,"unknown","yes"
42,"blue-collar","married","secondary","no",413,"yes","no","cellular",11,"aug",589,2,999,0,"unknown","yes"
60,"admin.","married","secondary","no",3735,"no","no","cellular",22,"dec",190,1,188,9,"success","yes"
31,"management","married","tertiary","no",1032,"no","no","cellular",7,"jul",284,1,999,0,"unknown","yes"
62,"blue-collar","married","secondary","no",180,"no","no","cellular",14,"jan",183,1,90,4,"other","yes"
61,"admin.","married","unknown","no",4629,"yes","no","cellular",27,"jan",181,1,92,1,"success","yes"
29,"self-employed","single","tertiary","no",3290,"no","no","cellular",23,"mar",136,1,291,2,"success","yes"
40,"entrepreneur","married","tertiary","no",3585,"no","no","cellular",15,"sep",506,3,999,0,"unknown","yes"
41,"technician","single","tertiary","no",1646,"yes","no","cellular",4,"feb",261,1,184,6,"success","yes"
33,"technician","single","secondary","no",719,"yes","no","cellular",9,"apr",448,2,316,6,"failure","yes"
60,"management","married","tertiary","no",13546,"no","no","cellular",17,"apr",452,3,999,0,"unknown","yes"
37,"unknown","single","tertiary","no",0,"no","no","cellular",8,"jun",257,2,97,1,"success","yes"
30,"admin.","single","secondary","no",255,"no","no","cellular",27,"jan",143,1,999,0,"unknown","yes"
61,"retired","married","tertiary","no",2557,"yes","no","cellular",10,"feb",158,2,92,5,"success","yes"
34,"student","single","unknown","no",1011,"no","no","cellular",1,"jun",253,1,999,0,"unknown","yes"
35,"services","married","secondary","no",2918,"no","yes","cellular",16,"jul",815,2,407,3,"success","yes"
34,"management","married","tertiary","no",0,"yes","no","cellular",30,"apr",300,1,86,1,"success","yes"
40,"unemployed","single","tertiary","no",7968,"no","no","cellular",2,"jun",596,1,999,0,"unknown","yes"
23,"blue-collar","single","secondary","no",492,"yes","no","unknown",4,"jun",638,1,999,0,"unknown","yes"
56,"retired","divorced","primary","no",694,"no","no","cellular",29,"jan",144,1,102,1,"other","yes"
34,"blue-collar","single","secondary","no",215,"no","no","cellular",3,"mar",350,3,999,0,"unknown","yes"
40,"management","single","tertiary","no",1361,"no","no","cellular",29,"jan",1473,1,999,0,"unknown","yes"
63,"housemaid","married","primary","no",91,"no","no","telephone",26,"aug",128,3,999,0,"unknown","yes"
36,"services","single","secondary","no",0,"yes","no","cellular",12,"may",398,6,999,0,"unknown","yes"
37,"housemaid","married","secondary","no",7433,"no","yes","cellular",5,"feb",630,3,999,0,"unknown","yes"
56,"blue-collar","married","primary","no",3498,"no","no","cellular",15,"apr",264,2,999,0,"unknown","yes"
56,"technician","divorced","secondary","no",146,"yes","no","cellular",5,"aug",419,3,999,0,"unknown","yes"
33,"unemployed","single","secondary","no",2066,"no","yes","cellular",9,"sep",305,1,749,2,"failure","yes"
30,"services","single","secondary","no",495,"yes","no","cellular",21,"nov",641,1,999,0,"unknown","yes"
27,"admin.","married","secondary","no",0,"yes","no","cellular",6,"may",837,1,999,0,"unknown","yes"
37,"technician","single","tertiary","no",6101,"no","no","cellular",6,"feb",141,1,999,0,"unknown","yes"
29,"student","single","unknown","no",2929,"no","no","cellular",5,"may",232,1,89,4,"other","yes"
43,"unemployed","married","primary","no",519,"no","no","unknown",20,"jun",973,2,999,0,"unknown","yes"
34,"technician","married","tertiary","no",127,"no","no","cellular",3,"jun",117,1,999,0,"unknown","yes"
36,"technician","single","tertiary","no",962,"yes","no","cellular",8,"may",568,1,999,0,"unknown","yes"
26,"admin.","married","secondary","no",1595,"no","no","cellular",15,"jun",155,1,105,1,"failure","yes"
30,"technician","single","secondary","no",863,"yes","no","unknown",16,"may",1193,5,999,0,"unknown","yes"
40,"unemployed","married","primary","no",1908,"yes","no","cellular",5,"feb",1661,2,999,0,"unknown","yes"
33,"blue-collar","single","primary","no",863,"yes","no","telephone",13,"may",622,3,999,0,"unknown","yes"
31,"student","married","primary","no",46,"yes","no","cellular",10,"jul",487,1,999,0,"unknown","yes"
37,"technician","married","secondary","no",1458,"no","no","cellular",30,"apr",281,1,999,0,"unknown","yes"
48,"blue-collar","single","primary","no",8990,"no","no","telephone",2,"feb",1790,2,999,0,"unknown","yes"
69,"retired","married","secondary","no",3588,"yes","no","cellular",10,"dec",429,1,999,0,"unknown","yes"
43,"technician","married","secondary","no",136,"no","no","cellular",25,"aug",363,7,999,0,"unknown","yes"
20,"student","single","unknown","no",755,"no","no","cellular",29,"dec",284,1,999,0,"unknown","yes"
29,"services","divorced","secondary","no",-7,"yes","no","cellular",13,"may",1279,3,999,0,"unknown","yes"
